pmid,year,words,chars,mentions,groups,type,field
26792024,2015,309,2021,5,5,Randomized controlled trial,Endocrinology and metabolism
25895877,2015,250,1798,12,12,Cohort study,Gastroenterology and hepatobiliary medicine
25004998,2015,282,1917,3,3,Cross-sectional study,Cardiovascular medicine
25517416,2015,316,2256,6,6,Other or unspecified design,Endocrinology and metabolism
25249059,2015,271,1864,8,7,Other or unspecified design,Neurology and psychiatry
25828994,2015,299,2217,6,6,Randomized controlled trial,Infectious diseases
26661163,2015,234,1608,8,8,Other or unspecified design,Neurology and psychiatry
25532041,2015,289,1966,4,4,Cross-sectional study,Endocrinology and metabolism
25707402,2015,367,2414,6,6,Cohort study,Surgery and orthopedics
26297582,2015,331,2319,4,4,Other or unspecified design,Cardiovascular medicine
26856220,2015,277,1999,9,9,Randomized controlled trial,Cardiovascular medicine
27367452,2015,260,1689,9,9,Other or unspecified design,Cardiovascular medicine
26064925,2015,212,1492,5,5,Other or unspecified design,Endocrinology and metabolism
26998838,2015,313,1908,4,4,Cross-sectional study,Other or general medicine
26286586,2015,252,1703,6,6,Other or unspecified design,Cardiovascular medicine
25939515,2015,305,2070,3,3,Meta-analysis or systematic review,Oncology
25673191,2015,290,1972,4,4,Other or unspecified design,Endocrinology and metabolism
25519264,2015,291,2006,12,12,Other or unspecified design,Infectious diseases
25546555,2015,280,1943,7,7,Questionnaire or survey study,Endocrinology and metabolism
27764169,2015,269,1808,7,7,Cohort study,Cardiovascular medicine
26491273,2015,276,1997,4,4,Randomized controlled trial,Cardiovascular medicine
26981026,2015,279,1679,7,7,Other or unspecified design,Endocrinology and metabolism
26540134,2015,212,1513,5,5,Other or unspecified design,Cardiovascular medicine
25811876,2015,220,1582,3,3,Other or unspecified design,Oncology
25854413,2015,302,1999,5,5,Other or unspecified design,Surgery and orthopedics
26211984,2015,556,3587,42,41,Other or unspecified design,Respiratory medicine
25532570,2015,256,1595,8,8,Cross-sectional study,Other or general medicine
26254400,2015,165,1279,10,10,Other or unspecified design,Oncology
25636811,2015,279,1917,3,3,Meta-analysis or systematic review,Endocrinology and metabolism
25175303,2015,321,1948,11,11,Randomized controlled trial,Surgery and orthopedics
26071404,2015,244,1495,4,4,Questionnaire or survey study,Cardiovascular medicine
26044158,2015,288,1898,14,14,Case-control study,Oncology
25733514,2015,242,1644,4,4,Other or unspecified design,Infectious diseases
25604769,2015,316,2009,4,4,Randomized controlled trial,Endocrinology and metabolism
25784663,2015,290,1880,11,11,Nonrandomized intervention or clinical trial,Cardiovascular medicine
26133742,2015,230,1483,8,8,Other or unspecified design,Other or general medicine
28539940,2016,221,1540,5,5,Other or unspecified design,Neurology and psychiatry
27610649,2016,259,1634,16,15,Other or unspecified design,Pediatrics and neonatology
27874837,2016,476,3056,5,5,Randomized controlled trial,Cardiovascular medicine
26713971,2016,357,2507,8,8,Other or unspecified design,Cardiovascular medicine
27743509,2016,316,2122,6,6,Other or unspecified design,Cardiovascular medicine
26895218,2016,263,1927,4,4,Cohort study,Cardiovascular medicine
27245159,2016,210,1277,19,15,Other or unspecified design,Other or general medicine
27957795,2016,258,1658,12,12,Other or unspecified design,Neurology and psychiatry
26497918,2016,317,2173,8,8,Other or unspecified design,Oncology
27039084,2016,389,2490,4,4,Other or unspecified design,Cardiovascular medicine
27733509,2016,275,2086,11,11,Cohort study,Oncology
27654119,2016,373,2590,7,7,Nonrandomized intervention or clinical trial,Endocrinology and metabolism
26349751,2016,242,1478,6,6,Other or unspecified design,Oncology
28003569,2016,292,2032,5,5,Other or unspecified design,Endocrinology and metabolism
27121323,2016,261,1882,3,3,Other or unspecified design,Oncology
27593528,2016,268,1880,5,5,Cohort study,Endocrinology and metabolism
27557557,2016,300,2000,11,11,Cohort study,Pediatrics and neonatology
27178072,2016,235,1485,9,8,Other or unspecified design,Pediatrics and neonatology
26044842,2016,243,1620,8,8,Other or unspecified design,Cardiovascular medicine
27550386,2016,294,2070,21,21,Randomized controlled trial,Endocrinology and metabolism
26129911,2016,292,1884,7,7,Questionnaire or survey study,Respiratory medicine
27863643,2016,256,1757,12,12,Other or unspecified design,Pediatrics and neonatology
25894568,2016,287,1958,5,5,Other or unspecified design,Oncology
26730842,2016,263,1924,12,12,Other or unspecified design,Cardiovascular medicine
28591149,2016,248,1696,10,10,Other or unspecified design,Cardiovascular medicine
26861417,2016,273,2007,3,3,Other or unspecified design,Respiratory medicine
26525360,2016,241,1780,6,5,Other or unspecified design,Surgery and orthopedics
28028293,2016,263,1797,5,5,Other or unspecified design,Obstetrics and gynecology
27241667,2016,255,1844,8,8,Other or unspecified design,Oncology
26573841,2016,230,1521,4,4,Other or unspecified design,Other or general medicine
27517958,2016,264,1484,11,10,Randomized controlled trial,Other or general medicine
27457858,2016,317,1934,10,10,Cohort study,Gastroenterology and hepatobiliary medicine
26634615,2016,351,2310,13,13,Randomized controlled trial,Cardiovascular medicine
27321438,2016,211,1455,3,3,Other or unspecified design,Endocrinology and metabolism
26996814,2016,234,1568,13,13,Diagnostic accuracy study,Endocrinology and metabolism
26655391,2016,270,1694,14,14,Cross-sectional study,Neurology and psychiatry
26551298,2016,251,1828,7,7,Cohort study,Obstetrics and gynecology
27217413,2016,240,1591,9,9,Other or unspecified design,Cardiovascular medicine
26890570,2016,263,1702,6,6,Cross-sectional study,Cardiovascular medicine
28063503,2016,249,1686,5,5,Randomized controlled trial,Endocrinology and metabolism
27893297,2016,268,1750,22,22,Questionnaire or survey study,Pediatrics and neonatology
27751999,2016,238,1710,8,8,Other or unspecified design,Surgery and orthopedics
28301497,2016,263,1790,5,5,Other or unspecified design,Pediatrics and neonatology
27126703,2016,320,2170,8,8,Questionnaire or survey study,Other or general medicine
27767345,2016,230,1621,6,6,Other or unspecified design,Other or general medicine
28280732,2016,234,1500,10,10,Other or unspecified design,Cardiovascular medicine
27259699,2016,278,1998,11,11,Cohort study,Cardiovascular medicine
28934744,2016,291,1864,4,4,Other or unspecified design,Endocrinology and metabolism
28043425,2016,248,1673,9,9,Other or unspecified design,Cardiovascular medicine
27348518,2016,275,1946,5,5,Other or unspecified design,Cardiovascular medicine
25585851,2016,313,2151,9,9,Diagnostic accuracy study,Cardiovascular medicine
27716690,2016,295,2057,3,3,Randomized controlled trial,Cardiovascular medicine
27156171,2016,296,2112,5,5,Case report or case series,Oncology
27504148,2016,230,1703,7,7,Other or unspecified design,Other or general medicine
28033297,2016,268,1786,9,8,Other or unspecified design,Other or general medicine
27699694,2016,270,1846,4,4,Other or unspecified design,Neurology and psychiatry
28502131,2016,216,1516,4,4,Diagnostic accuracy study,Pediatrics and neonatology
27187608,2016,290,2182,11,10,Other or unspecified design,Cardiovascular medicine
27181567,2016,272,1833,9,9,Questionnaire or survey study,Endocrinology and metabolism
26875474,2016,199,1365,3,3,Other or unspecified design,Pediatrics and neonatology
27768720,2016,283,2063,4,4,Cohort study,Neurology and psychiatry
27120708,2016,266,1946,3,3,Cross-sectional study,Surgery and orthopedics
26967543,2016,369,2642,5,5,Other or unspecified design,Cardiovascular medicine
26162889,2016,263,1744,7,7,Randomized controlled trial,Respiratory medicine
27759060,2016,207,1376,3,3,Meta-analysis or systematic review,Oncology
27776919,2016,140,968,4,4,Other or unspecified design,Neurology and psychiatry
27236294,2016,264,1932,3,3,Other or unspecified design,Oncology
27434748,2016,218,1641,16,16,Nonrandomized intervention or clinical trial,Other or general medicine
26953145,2016,290,2033,10,10,Other or unspecified design,Infectious diseases
27750191,2016,184,1315,4,4,Qualitative study,Respiratory medicine
27898415,2016,238,1555,6,6,Other or unspecified design,Neurology and psychiatry
27564409,2016,366,2394,16,15,Randomized controlled trial,Other or general medicine
28420205,2017,307,2001,23,23,Questionnaire or survey study,Pediatrics and neonatology
26610865,2017,240,1643,13,13,Other or unspecified design,Cardiovascular medicine
27624149,2017,222,1510,3,3,Other or unspecified design,Other or general medicine
28928357,2017,254,1665,12,12,Case report or case series,Neurology and psychiatry
28750937,2017,253,1819,5,5,Randomized controlled trial,Cardiovascular medicine
28729151,2017,558,4017,28,26,Randomized controlled trial,Oncology
26487571,2017,322,2096,8,8,Other or unspecified design,Other or general medicine
27260247,2017,307,2068,3,3,Other or unspecified design,Cardiovascular medicine
28723587,2017,289,1797,10,10,Randomized controlled trial,Pediatrics and neonatology
28489031,2017,254,1672,6,6,Other or unspecified design,Endocrinology and metabolism
28847886,2017,293,2078,6,6,Randomized controlled trial,Cardiovascular medicine
27143107,2017,240,1632,6,6,Other or unspecified design,Oncology
28416524,2017,351,2410,4,4,Other or unspecified design,Cardiovascular medicine
28846806,2017,275,1929,6,6,Other or unspecified design,Cardiovascular medicine
28994661,2017,268,2155,6,6,Randomized controlled trial,Infectious diseases
28464825,2017,268,1855,13,13,Other or unspecified design,Pediatrics and neonatology
28092342,2017,309,2082,3,3,Other or unspecified design,Endocrinology and metabolism
28530702,2017,188,1279,3,3,Randomized controlled trial,Endocrinology and metabolism
28811749,2017,347,2417,9,9,Randomized controlled trial,Oncology
30312323,2017,278,1788,4,4,Cohort study,Cardiovascular medicine
27775510,2017,232,1668,3,3,Cohort study,Endocrinology and metabolism
28193193,2017,222,1618,9,9,Diagnostic accuracy study,Oncology
28663250,2017,275,1950,5,5,Other or unspecified design,Cardiovascular medicine
28552881,2017,271,1861,6,6,Cross-sectional study,Neurology and psychiatry
28185407,2017,220,1405,5,5,Randomized controlled trial,Other or general medicine
28686927,2017,262,1764,8,8,Randomized controlled trial,Neurology and psychiatry
28848080,2017,384,2676,5,5,Other or unspecified design,Neurology and psychiatry
29422283,2017,265,1868,10,10,Other or unspecified design,Cardiovascular medicine
29136019,2017,259,1649,12,12,Cohort study,Oncology
28682905,2017,306,2033,22,22,Other or unspecified design,Other or general medicine
28977772,2017,212,1477,5,5,Other or unspecified design,Neurology and psychiatry
28858994,2017,228,1607,6,6,Other or unspecified design,Infectious diseases
28857806,2017,272,1847,15,15,Randomized controlled trial,Gastroenterology and hepatobiliary medicine
29247110,2017,326,2279,6,5,Randomized controlled trial,Other or general medicine
27889307,2017,245,1492,3,3,Other or unspecified design,Other or general medicine
28062334,2017,252,1756,9,9,Cohort study,Other or general medicine
27704319,2017,494,3009,18,16,Other or unspecified design,Cardiovascular medicine
29178248,2017,231,1753,10,10,Case-control study,Infectious diseases
30596718,2017,334,2403,6,6,Other or unspecified design,Oncology
28003210,2017,274,1820,7,7,Other or unspecified design,Cardiovascular medicine
29084624,2017,273,1649,15,15,Other or unspecified design,Other or general medicine
28147350,2017,380,2425,15,14,Other or unspecified design,Oncology
28803138,2017,283,2013,22,22,Cohort study,Other or general medicine
28645458,2017,318,2226,3,3,Questionnaire or survey study,Respiratory medicine
28573765,2017,283,1998,11,11,Randomized controlled trial,Cardiovascular medicine
29203650,2017,216,1487,4,4,Other or unspecified design,Neurology and psychiatry
28869746,2017,215,1511,10,10,Other or unspecified design,Cardiovascular medicine
29492525,2017,249,1590,3,3,Other or unspecified design,Cardiovascular medicine
28649076,2017,273,1957,4,4,Other or unspecified design,Other or general medicine
28988119,2017,234,1644,6,6,Randomized controlled trial,Cardiovascular medicine
27901040,2017,265,1824,13,13,Randomized controlled trial,Cardiovascular medicine
29065784,2017,173,1143,10,9,Cohort study,Infectious diseases
28934974,2017,282,1974,6,6,Cohort study,Endocrinology and metabolism
28605143,2017,271,1920,4,4,Other or unspecified design,Cardiovascular medicine
28733700,2017,262,1827,5,5,Cohort study,Oncology
29256876,2017,220,1565,10,10,Cohort study,Cardiovascular medicine
28714317,2017,267,1879,5,5,Other or unspecified design,Cardiovascular medicine
28466499,2017,278,1916,9,9,Other or unspecified design,Other or general medicine
30019656,2017,288,1938,5,5,Other or unspecified design,Endocrinology and metabolism
29248656,2017,343,2284,12,12,Other or unspecified design,Cardiovascular medicine
28780512,2017,288,2185,9,9,Randomized controlled trial,Endocrinology and metabolism
28870107,2017,260,1835,14,14,Randomized controlled trial,Other or general medicine
29028680,2017,273,1729,8,8,Other or unspecified design,Cardiovascular medicine
28404133,2017,504,3433,23,23,Randomized controlled trial,Oncology
28325614,2017,264,1814,13,13,Other or unspecified design,Cardiovascular medicine
27815418,2017,271,1880,13,13,Case-control study,Pediatrics and neonatology
29043600,2017,256,1830,7,7,Randomized controlled trial,Oncology
28207552,2017,331,2189,14,14,Other or unspecified design,Gastroenterology and hepatobiliary medicine
27707767,2017,280,1863,9,9,Cohort study,Endocrinology and metabolism
28212878,2017,262,1791,9,9,Case report or case series,Other or general medicine
28703014,2017,232,1680,9,9,Other or unspecified design,Cardiovascular medicine
30430530,2018,177,1206,13,13,Other or unspecified design,Neurology and psychiatry
29148156,2018,280,1865,17,17,Other or unspecified design,Cardiovascular medicine
29159396,2018,408,2856,8,8,Cohort study,Cardiovascular medicine
29925328,2018,242,1696,9,9,Randomized controlled trial,Pediatrics and neonatology
29961649,2018,270,1909,6,6,Cohort study,Oncology
29631275,2018,247,1630,3,3,Questionnaire or survey study,Cardiovascular medicine
30012214,2018,210,1473,6,6,Cohort study,Obstetrics and gynecology
30133467,2018,499,3391,10,10,Randomized controlled trial,Gastroenterology and hepatobiliary medicine
30076871,2018,249,1601,18,18,Other or unspecified design,Endocrinology and metabolism
30172196,2018,381,2667,11,11,Randomized controlled trial,Cardiovascular medicine
30460613,2018,262,1700,7,7,Other or unspecified design,Endocrinology and metabolism
30964905,2018,266,1751,10,10,Other or unspecified design,Cardiovascular medicine
29587863,2018,212,1475,8,8,Randomized controlled trial,Endocrinology and metabolism
30099979,2018,271,2049,9,9,Randomized controlled trial,Cardiovascular medicine
30641703,2018,200,1246,5,5,Other or unspecified design,Endocrinology and metabolism
30401610,2018,418,2566,16,16,Randomized controlled trial,Other or general medicine
30412998,2018,233,1636,3,3,Other or unspecified design,Neurology and psychiatry
29764875,2018,336,2329,8,8,Randomized controlled trial,Infectious diseases
29210062,2018,273,1849,13,13,Other or unspecified design,Other or general medicine
30125508,2018,158,1172,5,5,Other or unspecified design,Endocrinology and metabolism
29453200,2018,281,1871,16,16,Cohort study,Cardiovascular medicine
30126301,2018,217,1333,6,6,Other or unspecified design,Neurology and psychiatry
29705566,2018,213,1337,6,6,Other or unspecified design,Other or general medicine
29686132,2018,301,2063,13,11,Cross-sectional study,Other or general medicine
29061540,2018,312,2171,15,15,Cohort study,Oncology
30073792,2018,244,1728,3,3,Meta-analysis or systematic review,Cardiovascular medicine
30515764,2018,243,1644,19,19,Other or unspecified design,Neurology and psychiatry
31166967,2018,290,1992,6,6,Other or unspecified design,Obstetrics and gynecology
29575962,2018,225,1649,6,6,Other or unspecified design,Oncology
30132262,2018,197,1308,3,3,Randomized controlled trial,Cardiovascular medicine
28653311,2018,228,1516,4,4,Diagnostic accuracy study,Cardiovascular medicine
28425573,2018,265,1847,16,15,Other or unspecified design,Infectious diseases
29909748,2018,266,1688,5,5,Meta-analysis or systematic review,Endocrinology and metabolism
30773303,2018,289,1884,5,5,Other or unspecified design,Surgery and orthopedics
30032348,2018,282,1852,13,13,Other or unspecified design,Cardiovascular medicine
29998506,2018,221,1429,8,8,Other or unspecified design,Cardiovascular medicine
30120775,2018,197,1473,7,7,Randomized controlled trial,Cardiovascular medicine
29523652,2018,374,2603,10,9,Other or unspecified design,Cardiovascular medicine
29733980,2018,166,939,5,5,Other or unspecified design,Cardiovascular medicine
31139182,2018,369,2728,8,8,Cohort study,Respiratory medicine
27752075,2018,287,2047,7,7,Randomized controlled trial,Pediatrics and neonatology
30006780,2018,249,1688,6,6,Other or unspecified design,Neurology and psychiatry
30102269,2018,311,2042,16,15,Other or unspecified design,Surgery and orthopedics
28833311,2018,208,1618,5,5,Other or unspecified design,Oncology
29716670,2018,218,1472,9,9,Randomized controlled trial,Gastroenterology and hepatobiliary medicine
29866789,2018,309,2041,7,7,Randomized controlled trial,Gastroenterology and hepatobiliary medicine
30005160,2018,311,2319,3,3,Other or unspecified design,Gastroenterology and hepatobiliary medicine
28826367,2018,271,1807,6,6,Other or unspecified design,Obstetrics and gynecology
30973905,2018,310,2106,10,9,Randomized controlled trial,Oncology
31581267,2018,320,2310,8,7,Diagnostic accuracy study,Oncology
30129716,2018,760,4804,16,16,Diagnostic accuracy study,Endocrinology and metabolism
30554960,2018,210,1324,6,6,Other or unspecified design,Infectious diseases
29370259,2018,278,1941,11,11,Case-control study,Cardiovascular medicine
29675752,2018,230,1525,14,14,Other or unspecified design,Pediatrics and neonatology
29952424,2018,244,1626,9,9,Case report or case series,Endocrinology and metabolism
30239383,2018,340,2602,3,3,Other or unspecified design,Other or general medicine
31216539,2018,315,2188,3,3,Other or unspecified design,Endocrinology and metabolism
29145212,2018,353,2349,16,16,Cross-sectional study,Pediatrics and neonatology
30139419,2018,155,986,6,6,Other or unspecified design,Other or general medicine
29463203,2018,204,1251,5,5,Cross-sectional study,Endocrinology and metabolism
29271700,2018,254,1732,4,4,Other or unspecified design,Cardiovascular medicine
29943271,2018,296,1869,7,7,Other or unspecified design,Cardiovascular medicine
29566373,2018,306,2010,11,11,Cohort study,Cardiovascular medicine
29370285,2018,263,1940,9,9,Nonrandomized intervention or clinical trial,Respiratory medicine
29406841,2018,622,4222,33,32,Other or unspecified design,Endocrinology and metabolism
29735346,2018,317,2042,10,10,Cohort study,Endocrinology and metabolism
31341407,2018,297,2127,7,7,Cross-sectional study,Cardiovascular medicine
30049184,2018,286,1903,10,10,Case-control study,Oncology
31687090,2018,359,2234,9,9,Other or unspecified design,Cardiovascular medicine
29742864,2018,194,1493,8,8,Other or unspecified design,Gastroenterology and hepatobiliary medicine
30086671,2019,267,1810,9,3,Meta-analysis or systematic review,Other or general medicine
33221810,2019,262,1831,5,5,Other or unspecified design,Infectious diseases
33162978,2019,306,2032,8,8,Nonrandomized intervention or clinical trial,Endocrinology and metabolism
31877218,2019,265,1578,13,12,Other or unspecified design,Cardiovascular medicine
31500574,2019,240,1513,21,20,Questionnaire or survey study,Cardiovascular medicine
30874715,2019,244,1603,10,10,Cross-sectional study,Public health and epidemiology
31747677,2019,335,2010,13,12,Randomized controlled trial,Endocrinology and metabolism
31311177,2019,274,1846,3,3,Other or unspecified design,Cardiovascular medicine
31476728,2019,372,2252,5,5,Other or unspecified design,Neurology and psychiatry
31873806,2019,212,1695,8,8,Other or unspecified design,Surgery and orthopedics
31647132,2019,362,2423,13,13,Diagnostic accuracy study,Cardiovascular medicine
30776981,2019,252,1668,8,8,Other or unspecified design,Endocrinology and metabolism
32187303,2019,461,3410,13,13,Other or unspecified design,Cardiovascular medicine
30971773,2019,212,1483,4,4,Randomized controlled trial,Neurology and psychiatry
31612540,2019,365,2412,6,6,Other or unspecified design,Other or general medicine
31421670,2019,353,2459,8,7,Randomized controlled trial,Endocrinology and metabolism
31045465,2019,255,1796,10,10,Randomized controlled trial,Cardiovascular medicine
30699418,2019,367,2542,7,7,Other or unspecified design,Other or general medicine
30980824,2019,296,1852,13,13,Other or unspecified design,Neurology and psychiatry
32008502,2019,255,1817,5,5,Other or unspecified design,Endocrinology and metabolism
29974227,2019,306,1989,10,8,Randomized controlled trial,Endocrinology and metabolism
31257215,2019,300,1999,9,9,Other or unspecified design,Cardiovascular medicine
31502117,2019,274,2004,4,4,Cohort study,Oncology
30876541,2019,228,1593,12,12,Other or unspecified design,Other or general medicine
31558056,2019,234,1576,4,4,Cohort study,Infectious diseases
30902505,2019,321,2052,12,12,Other or unspecified design,Other or general medicine
31886283,2019,214,1438,9,9,Cohort study,Endocrinology and metabolism
30098847,2019,392,2638,14,14,Meta-analysis or systematic review,Endocrinology and metabolism
31147209,2019,272,1920,10,10,Cohort study,Cardiovascular medicine
30443983,2019,305,2265,15,15,Cohort study,Endocrinology and metabolism
30451582,2019,262,1702,3,3,Other or unspecified design,Endocrinology and metabolism
30322844,2019,268,1907,10,10,Cohort study,Cardiovascular medicine
30762781,2019,276,1734,5,5,Cross-sectional study,Other or general medicine
30722007,2019,309,2062,11,11,Meta-analysis or systematic review,Endocrinology and metabolism
31408025,2019,341,2351,10,10,Other or unspecified design,Cardiovascular medicine
31402292,2019,260,1800,8,8,Randomized controlled trial,Endocrinology and metabolism
30651572,2019,223,1493,6,6,Other or unspecified design,Oncology
31373163,2019,278,1844,3,3,Other or unspecified design,Oncology
30415114,2019,262,1680,5,5,Cross-sectional study,Neurology and psychiatry
31839588,2019,314,2099,3,3,Other or unspecified design,Cardiovascular medicine
30730245,2019,240,1588,8,8,Other or unspecified design,Cardiovascular medicine
31361089,2019,342,2308,9,9,Other or unspecified design,Endocrinology and metabolism
31905374,2019,203,1394,7,7,Other or unspecified design,Infectious diseases
30156306,2019,255,1833,7,7,Other or unspecified design,Pediatrics and neonatology
31442786,2019,435,2841,5,5,Randomized controlled trial,Cardiovascular medicine
31234815,2019,290,1876,13,13,Cross-sectional study,Endocrinology and metabolism
31761894,2019,272,1906,3,3,Questionnaire or survey study,Cardiovascular medicine
31439096,2019,213,1329,13,13,Questionnaire or survey study,Cardiovascular medicine
31273018,2019,290,2096,15,15,Cross-sectional study,Cardiovascular medicine
30451386,2019,256,1888,10,8,Cohort study,Endocrinology and metabolism
31014348,2019,379,2448,4,4,Cohort study,Cardiovascular medicine
31380575,2019,272,1917,3,3,Cohort study,Other or general medicine
31326409,2019,243,1709,13,12,Other or unspecified design,Gastroenterology and hepatobiliary medicine
32909467,2019,376,2749,21,20,Randomized controlled trial,Oncology
30241990,2019,292,2091,6,6,Randomized controlled trial,Neurology and psychiatry
31866239,2019,264,1850,6,6,Questionnaire or survey study,Endocrinology and metabolism
31650241,2019,266,1898,13,13,Other or unspecified design,Gastroenterology and hepatobiliary medicine
33426837,2019,238,1598,3,3,Other or unspecified design,Endocrinology and metabolism
31625707,2019,399,2794,11,11,Other or unspecified design,Cardiovascular medicine
30595443,2019,264,1795,8,8,Randomized controlled trial,Neurology and psychiatry
31345012,2019,271,1862,11,11,Other or unspecified design,Oncology
30525278,2019,242,1670,3,3,Other or unspecified design,Oncology
32881912,2019,333,2285,3,3,Randomized controlled trial,Endocrinology and metabolism
31860981,2019,368,2388,9,9,Randomized controlled trial,Cardiovascular medicine
30359979,2019,230,1603,4,4,Other or unspecified design,Oncology
31744381,2019,213,1515,4,4,Other or unspecified design,Other or general medicine
29870598,2019,262,1644,13,13,Other or unspecified design,Cardiovascular medicine
30368295,2019,199,1332,3,3,Other or unspecified design,Other or general medicine
31136511,2019,323,2372,3,3,Questionnaire or survey study,Public health and epidemiology
30382805,2019,379,2345,12,12,Other or unspecified design,Obstetrics and gynecology
32252666,2020,272,1829,4,4,Cohort study,Infectious diseases
31112107,2020,388,2786,4,4,Cohort study,Oncology
32619075,2020,282,2000,3,3,Other or unspecified design,Obstetrics and gynecology
34856707,2020,285,1966,9,9,Other or unspecified design,Public health and epidemiology
34195270,2020,258,1805,10,8,Questionnaire or survey study,Infectious diseases
31995418,2020,261,1889,5,5,Other or unspecified design,Respiratory medicine
33628833,2020,387,2722,11,11,Meta-analysis or systematic review,Neurology and psychiatry
31845316,2020,281,1859,13,13,Randomized controlled trial,Other or general medicine
33040673,2020,255,1726,7,6,Other or unspecified design,Oncology
33205295,2020,256,1938,8,8,Other or unspecified design,Cardiovascular medicine
32840192,2020,281,1875,8,8,Cross-sectional study,Cardiovascular medicine
32583052,2020,264,1877,17,17,Randomized controlled trial,Endocrinology and metabolism
31758090,2020,217,1453,15,14,Other or unspecified design,Cardiovascular medicine
32521877,2020,273,1791,7,7,Diagnostic accuracy study,Oncology
31861969,2020,213,1452,13,13,Cross-sectional study,Endocrinology and metabolism
33067536,2020,221,1447,13,13,Nonrandomized intervention or clinical trial,Cardiovascular medicine
32285478,2020,225,1516,4,4,Other or unspecified design,Endocrinology and metabolism
32014960,2020,205,1502,5,5,Other or unspecified design,Oncology
33198837,2020,374,2584,4,4,Randomized controlled trial,Cardiovascular medicine
33038369,2020,309,1913,10,10,Other or unspecified design,Other or general medicine
32502549,2020,317,2127,8,8,Cross-sectional study,Public health and epidemiology
33283757,2020,300,2063,10,10,Other or unspecified design,Cardiovascular medicine
31972003,2020,283,1872,6,6,Other or unspecified design,Endocrinology and metabolism
33141868,2020,330,2222,4,4,Other or unspecified design,Infectious diseases
33143083,2020,462,3332,3,3,Meta-analysis or systematic review,Oncology
32913029,2020,297,2028,15,14,Randomized controlled trial,Neurology and psychiatry
33897615,2020,283,1864,19,19,Nonrandomized intervention or clinical trial,Endocrinology and metabolism
33314205,2020,236,1514,5,5,Other or unspecified design,Other or general medicine
32524766,2020,274,1737,12,11,Cohort study,Other or general medicine
31854038,2020,331,2204,13,13,Other or unspecified design,Cardiovascular medicine
33184794,2020,263,1895,6,6,Other or unspecified design,Neurology and psychiatry
31308208,2020,267,1874,9,9,Other or unspecified design,Infectious diseases
31436024,2020,251,1701,5,5,Meta-analysis or systematic review,Cardiovascular medicine
32098806,2020,253,1646,6,6,Questionnaire or survey study,Cardiovascular medicine
32234017,2020,365,2453,15,14,Cross-sectional study,Cardiovascular medicine
31652351,2020,252,1611,15,15,Other or unspecified design,Neurology and psychiatry
30983505,2020,261,1817,11,11,Other or unspecified design,Cardiovascular medicine
33215855,2020,233,1552,12,12,Cohort study,Endocrinology and metabolism
32293523,2020,297,1978,9,9,Randomized controlled trial,Other or general medicine
32369821,2020,360,2426,7,7,Cohort study,Oncology
33273510,2020,211,1479,4,4,Case-control study,Endocrinology and metabolism
32506595,2020,295,1995,11,11,Questionnaire or survey study,Cardiovascular medicine
32798344,2020,303,2055,5,5,Other or unspecified design,Other or general medicine
33152009,2020,273,1710,15,15,Other or unspecified design,Other or general medicine
32879949,2020,287,2061,13,13,Other or unspecified design,Cardiovascular medicine
32366186,2020,261,1699,8,8,Other or unspecified design,Neurology and psychiatry
32968008,2020,373,2706,5,5,Randomized controlled trial,Pediatrics and neonatology
32605878,2020,242,1651,9,9,Other or unspecified design,Cardiovascular medicine
33251824,2020,275,1737,6,6,Questionnaire or survey study,Endocrinology and metabolism
32295945,2020,334,2214,6,6,Other or unspecified design,Pediatrics and neonatology
34432850,2020,342,2684,8,8,Nonrandomized intervention or clinical trial,Cardiovascular medicine
32259713,2020,268,2017,4,4,Cohort study,Cardiovascular medicine
34858423,2020,359,2421,3,2,Randomized controlled trial,Infectious diseases
32698860,2020,340,2196,6,6,Randomized controlled trial,Neurology and psychiatry
32764552,2020,212,1489,3,3,Other or unspecified design,Respiratory medicine
32057715,2020,296,2203,14,14,Cohort study,Oncology
33264366,2020,337,2233,3,3,Cohort study,Public health and epidemiology
33226837,2020,270,1642,17,17,Other or unspecified design,Endocrinology and metabolism
32641110,2020,281,1851,13,13,Other or unspecified design,Infectious diseases
31204518,2020,249,1797,5,5,Other or unspecified design,Cardiovascular medicine
31937208,2020,300,2105,15,15,Other or unspecified design,Neurology and psychiatry
32527135,2020,269,1904,9,9,Cross-sectional study,Surgery and orthopedics
32590257,2020,279,1662,13,13,Cohort study,Cardiovascular medicine
31757451,2020,325,2308,6,6,Other or unspecified design,Cardiovascular medicine
33125936,2020,314,2214,7,7,Other or unspecified design,Pediatrics and neonatology
33295926,2020,217,1497,6,6,Other or unspecified design,Endocrinology and metabolism
33255240,2020,372,2338,3,3,Meta-analysis or systematic review,Respiratory medicine
31983031,2020,222,1486,7,6,Randomized controlled trial,Cardiovascular medicine
32755407,2020,280,1788,17,16,Other or unspecified design,Cardiovascular medicine
32464368,2020,332,2337,10,10,Other or unspecified design,Oncology
32195649,2020,299,2036,22,22,Meta-analysis or systematic review,Infectious diseases
32575441,2020,237,1789,4,4,Randomized controlled trial,Other or general medicine
34435513,2021,407,2494,14,14,Randomized controlled trial,Endocrinology and metabolism
34844247,2021,341,2292,13,13,Other or unspecified design,Oncology
33461926,2021,275,1830,13,13,Cohort study,Endocrinology and metabolism
33998179,2021,316,2059,14,13,Randomized controlled trial,Surgery and orthopedics
